center,日期,hour,value
SC2,2023/11/24,21,464.0
SC2,2023/11/19,14,534.0
SC2,2023/11/28,22,462.0
SC2,2023/11/28,7,297.0
SC2,2023/11/15,23,490.0
SC2,2023/11/11,16,1399.0
SC2,2023/11/4,22,962.0
SC2,2023/11/14,1,340.0
SC2,2023/11/10,0,189.0
SC2,2023/11/24,12,409.0
SC16,2023/11/23,21,84.0
SC16,2023/11/1,16,266.0
SC16,2023/11/16,21,89.0
SC16,2023/11/26,14,237.0
SC16,2023/11/11,23,253.0
SC16,2023/11/20,12,102.0
SC16,2023/11/23,14,136.0
SC16,2023/11/2,12,117.0
SC16,2023/11/2,21,138.0
SC16,2023/11/24,9,163.0
SC16,2023/11/19,11,118.0
SC16,2023/11/4,16,233.0
SC16,2023/11/25,23,132.0
SC16,2023/11/3,13,249.0
SC16,2023/11/29,12,84.0
SC16,2023/11/15,10,133.0
SC16,2023/11/14,6,244.0
SC16,2023/11/11,4,324.0
SC16,2023/11/3,4,126.0
SC16,2023/11/29,21,109.0
SC16,2023/11/22,20,85.0
SC16,2023/11/14,2,333.0
SC16,2023/11/20,20,56.0
SC16,2023/11/14,20,161.0
SC16,2023/11/18,14,222.0
SC16,2023/11/21,18,129.0
SC16,2023/11/27,8,121.0
SC16,2023/11/6,3,109.0
SC16,2023/11/10,16,116.0
SC16,2023/11/7,3,137.0
SC16,2023/11/21,7,44.0
SC16,2023/11/10,20,328.875
SC16,2023/11/18,16,173.0
SC16,2023/11/7,14,252.0
SC16,2023/11/13,7,219.0
SC16,2023/11/1,2,350.0
SC16,2023/11/2,17,317.0
SC16,2023/11/5,19,115.0
SC16,2023/11/13,22,249.5
SC16,2023/11/27,17,162.0
SC16,2023/11/29,8,125.0
SC16,2023/11/2,8,247.0
SC16,2023/11/1,20,241.0
SC16,2023/11/8,14,239.0
SC16,2023/11/28,16,158.0
SC16,2023/11/6,20,138.0
SC16,2023/11/2,10,226.5
SC16,2023/11/3,23,186.0
SC16,2023/11/27,1,0.0
SC16,2023/11/19,19,60.0
SC16,2023/11/15,17,254.0
SC16,2023/11/25,13,207.0
SC16,2023/11/16,17,208.0
SC16,2023/11/15,14,191.0
SC16,2023/11/18,8,130.0
SC16,2023/11/25,18,172.0
SC16,2023/11/3,18,209.0
SC16,2023/11/11,9,244.125
SC16,2023/11/17,23,100.0
SC16,2023/11/13,1,368.0
SC16,2023/11/30,12,82.0
SC16,2023/11/21,15,187.0
SC16,2023/11/30,21,129.0
SC16,2023/11/28,12,73.0
SC16,2023/11/3,9,130.0
SC16,2023/11/4,21,180.0
SC16,2023/11/4,12,84.0
SC16,2023/11/5,6,93.0
SC16,2023/11/16,16,234.0
SC16,2023/11/9,9,94.0
SC16,2023/11/10,21,306.75
SC16,2023/11/10,12,1.0
SC16,2023/11/9,19,90.0
SC16,2023/11/5,1,247.0
SC16,2023/11/21,10,132.0
SC16,2023/11/10,3,140.0
SC16,2023/11/28,21,97.0
SC16,2023/11/8,10,123.0
SC16,2023/11/30,11,111.0
SC16,2023/11/28,19,137.0
SC16,2023/11/3,8,111.0
SC16,2023/11/28,11,95.0
SC16,2023/11/4,19,242.0
SC16,2023/11/1,18,293.625
SC16,2023/11/24,18,140.0
SC16,2023/11/15,2,153.0
SC16,2023/11/30,19,82.0
SC16,2023/11/12,9,244.125
SC16,2023/11/27,18,145.0
SC16,2023/11/29,10,104.0
SC16,2023/11/15,0,45.0
SC16,2023/11/14,14,268.0
SC16,2023/11/23,16,143.0
SC16,2023/11/7,16,222.0
SC16,2023/11/6,2,127.0
SC16,2023/11/29,17,160.0
SC16,2023/11/22,14,168.0
SC16,2023/11/20,14,106.25
SC16,2023/11/5,13,168.0
SC16,2023/11/30,16,179.0
SC16,2023/11/12,14,249.0
SC16,2023/11/11,13,317.0
SC16,2023/11/1,9,244.125
SC16,2023/11/25,17,215.0
SC16,2023/11/29,9,110.0
SC16,2023/11/12,11,213.0
SC16,2023/11/28,10,104.0
SC16,2023/11/26,16,152.0
SC16,2023/11/23,12,87.0
SC16,2023/11/30,17,220.0
SC16,2023/11/7,12,121.0
SC16,2023/11/21,22,75.0
SC16,2023/11/16,20,114.0
SC16,2023/11/15,6,21.0
SC16,2023/11/28,17,177.0
SC16,2023/11/6,14,121.0
SC16,2023/11/2,22,126.0
SC16,2023/11/2,7,211.0
SC16,2023/11/4,17,283.0
SC16,2023/11/26,23,126.0
SC16,2023/11/16,15,236.0
SC16,2023/11/9,11,104.0
SC16,2023/11/6,0,19.0
SC16,2023/11/18,23,62.0
SC16,2023/11/14,0,106.25
SC16,2023/11/9,1,140.0
SC16,2023/11/3,19,254.0
SC16,2023/11/9,21,109.0
SC16,2023/11/28,0,4.0
SC16,2023/11/1,6,388.0
SC16,2023/11/5,23,100.0
SC16,2023/11/5,4,174.0
SC16,2023/11/13,8,248.5
SC16,2023/11/14,13,231.0
SC16,2023/11/3,1,106.0
SC16,2023/11/27,16,180.0
SC16,2023/11/3,3,129.0
SC16,2023/11/5,11,119.0
SC16,2023/11/29,22,128.0
SC16,2023/11/29,7,26.0
SC16,2023/11/5,9,107.0
SC16,2023/11/4,10,142.0
SC16,2023/11/17,14,245.0
SC16,2023/11/9,8,100.0
SC16,2023/11/27,10,115.0
SC16,2023/11/17,18,171.0
SC16,2023/11/10,2,148.0
SC16,2023/11/14,18,248.0
SC16,2023/11/24,7,54.0
SC16,2023/11/3,17,280.0
SC16,2023/11/30,13,200.0
SC16,2023/11/24,22,123.0
SC16,2023/11/30,23,135.0
SC16,2023/11/2,9,244.125
SC16,2023/11/25,10,156.0
SC16,2023/11/5,21,157.0
SC16,2023/11/19,8,128.0
SC16,2023/11/2,1,286.0
SC16,2023/11/8,11,105.0
SC16,2023/11/4,13,253.0
SC16,2023/11/7,0,31.0
SC16,2023/11/21,20,78.0
SC16,2023/11/18,15,185.0
SC16,2023/11/9,10,98.0
SC16,2023/11/15,20,131.0
SC16,2023/11/5,8,91.0
SC16,2023/11/14,1,321.0
SC16,2023/11/19,14,201.0
SC16,2023/11/15,23,84.0
SC16,2023/11/10,0,10.0
SC16,2023/11/16,0,0.0
SC16,2023/11/15,4,105.0
SC16,2023/11/15,13,173.0
SC16,2023/11/4,7,109.0
SC16,2023/11/28,22,112.0
SC16,2023/11/22,0,0.0
SC16,2023/11/16,12,21.0
SC16,2023/11/24,12,115.0
SC16,2023/11/3,16,238.0
SC16,2023/11/24,21,121.0
SC16,2023/11/20,7,53.0
SC16,2023/11/5,20,122.0
SC16,2023/11/25,20,138.0
SC16,2023/11/24,14,228.0
SC16,2023/11/15,5,113.0
SC16,2023/11/7,5,53.0
SC16,2023/11/16,10,174.0
SC16,2023/11/17,9,132.0
SC16,2023/11/28,7,44.0
SC16,2023/11/1,12,141.0
SC16,2023/11/9,15,125.0
SC16,2023/11/17,8,132.0
SC16,2023/11/21,17,158.0
SC16,2023/11/11,18,293.625
SC16,2023/11/10,10,123.0
SC16,2023/11/22,13,165.0
SC16,2023/11/2,0,106.25
SC16,2023/11/12,1,297.0
SC16,2023/11/9,5,52.0
SC16,2023/11/25,8,152.0
SC16,2023/11/19,22,74.0
SC16,2023/11/11,8,237.0
SC16,2023/11/1,4,312.0
SC16,2023/11/1,13,359.0
SC16,2023/11/23,22,86.0
SC16,2023/11/13,11,295.0
SC16,2023/11/6,8,70.0
SC16,2023/11/29,13,191.0
SC16,2023/11/24,10,153.0
SC16,2023/11/17,19,177.0
SC16,2023/11/9,2,174.0
SC16,2023/11/13,0,106.25
SC16,2023/11/21,23,72.0
SC16,2023/11/15,18,202.0
SC16,2023/11/18,10,123.0
SC16,2023/11/21,13,133.0
SC16,2023/11/26,17,166.0
SC16,2023/11/7,1,209.0
SC16,2023/11/19,12,104.0
SC16,2023/11/9,20,105.0
SC16,2023/11/19,21,73.0
SC16,2023/11/30,18,125.0
SC16,2023/11/25,14,221.0
SC16,2023/11/15,19,180.0
SC16,2023/11/15,11,133.0
SC16,2023/11/26,10,121.0
SC16,2023/11/17,11,192.0
SC16,2023/11/3,14,236.0
SC16,2023/11/2,4,277.0
SC16,2023/11/1,17,241.0
SC16,2023/11/18,13,184.0
SC16,2023/11/28,13,173.0
SC16,2023/11/1,7,219.0
SC16,2023/11/26,13,169.0
SC16,2023/11/10,15,133.0
SC16,2023/11/11,14,326.25
SC16,2023/11/17,20,119.0
SC16,2023/11/21,16,114.0
SC16,2023/11/1,1,381.0
SC16,2023/11/3,0,35.0
SC16,2023/11/20,11,130.0
SC16,2023/11/17,13,250.0
SC16,2023/11/19,7,104.0
SC16,2023/11/26,12,52.0
SC16,2023/11/16,14,263.0
SC16,2023/11/7,20,174.0
SC16,2023/11/14,16,272.0
SC16,2023/11/18,12,123.0
SC16,2023/11/27,22,121.0
SC16,2023/11/20,16,144.0
SC16,2023/11/18,21,70.0
SC16,2023/11/8,9,91.0
SC16,2023/11/4,11,173.0
SC16,2023/11/7,2,157.0
SC16,2023/11/22,16,151.0
SC16,2023/11/13,17,286.0
SC16,2023/11/13,10,226.5
SC16,2023/11/27,7,23.0
SC16,2023/11/5,15,161.0
SC16,2023/11/1,3,337.0
SC16,2023/11/22,19,96.0
SC16,2023/11/27,14,226.0
SC16,2023/11/10,9,110.0
SC16,2023/11/19,20,67.0
SC16,2023/11/6,15,144.0
SC16,2023/11/12,3,345.0
SC16,2023/11/13,2,353.0
SC16,2023/11/7,21,182.0
SC16,2023/11/30,10,100.0
SC16,2023/11/13,18,293.625
SC16,2023/11/12,8,248.5
SC16,2023/11/8,8,93.0
SC16,2023/11/24,16,198.0
SC16,2023/11/28,18,139.0
SC16,2023/11/4,18,158.0
SC16,2023/11/7,9,116.0
SC16,2023/11/8,20,159.0
SC16,2023/11/13,14,284.0
SC16,2023/11/11,6,292.0
SC16,2023/11/1,23,161.0
SC16,2023/11/21,12,0.0
SC16,2023/11/6,11,121.0
SC16,2023/11/24,13,223.0
SC16,2023/11/5,7,96.0
SC16,2023/11/6,19,115.0
SC16,2023/11/24,23,100.0
SC16,2023/11/12,20,323.0
SC16,2023/11/2,16,232.0
SC16,2023/11/12,2,345.0
SC16,2023/11/3,6,17.0
SC16,2023/11/29,16,174.0
SC16,2023/11/23,9,112.0
SC16,2023/11/5,22,163.0
SC16,2023/11/14,12,39.0
SC16,2023/11/14,21,195.0
SC16,2023/11/8,17,254.0
SC16,2023/11/6,16,173.0
SC16,2023/11/11,3,327.0
SC16,2023/11/20,21,73.0
SC16,2023/11/12,17,293.0
SC16,2023/11/18,17,142.0
SC16,2023/11/1,8,248.5
SC16,2023/11/24,8,166.0
SC16,2023/11/30,15,212.0
SC16,2023/11/12,23,219.0
SC16,2023/11/6,7,68.0
SC16,2023/11/8,13,224.0
SC16,2023/11/6,22,110.0
SC16,2023/11/8,23,183.0
SC16,2023/11/2,11,206.0
SC16,2023/11/12,13,308.0
SC16,2023/11/29,19,113.0
SC16,2023/11/5,14,174.0
SC16,2023/11/8,4,111.0
SC16,2023/11/2,19,242.0
SC16,2023/11/15,3,144.0
SC16,2023/11/12,4,307.0
SC16,2023/11/19,10,135.0
SC16,2023/11/7,18,174.0
SC16,2023/11/28,15,197.0
SC16,2023/11/24,17,232.0
SC16,2023/11/8,5,68.0
SC16,2023/11/12,5,337.0
SC16,2023/11/13,19,325.0
SC16,2023/11/29,11,107.0
SC16,2023/11/14,5,249.0
SC16,2023/11/8,18,180.0
SC16,2023/11/14,15,249.0
SC16,2023/11/20,15,92.875
SC16,2023/11/10,13,160.0
SC16,2023/11/21,14,204.0
SC16,2023/11/10,4,87.0
SC16,2023/11/24,0,0.0
SC16,2023/11/16,23,90.0
SC16,2023/11/17,21,101.0
SC16,2023/11/22,15,155.0
SC16,2023/11/26,19,129.0
SC16,2023/11/13,3,318.0
SC16,2023/11/24,20,97.0
SC16,2023/11/22,12,110.0
SC16,2023/11/22,21,89.0
SC16,2023/11/12,10,226.5
SC16,2023/11/17,12,102.0
SC16,2023/11/16,13,296.0
SC16,2023/11/9,22,112.0
SC16,2023/11/1,0,106.25
SC16,2023/11/27,20,108.0
SC16,2023/11/26,11,113.0
SC16,2023/11/10,23,261.0
SC16,2023/11/18,19,108.0
SC16,2023/11/9,7,80.0
SC16,2023/11/19,17,108.0
SC16,2023/11/13,9,244.125
SC16,2023/11/18,11,152.0
SC16,2023/11/23,10,121.0
SC16,2023/11/26,18,142.0
SC16,2023/11/18,18,98.0
SC16,2023/11/13,15,317.875
SC16,2023/11/13,5,289.0
SC16,2023/11/14,8,217.0
SC16,2023/11/22,8,120.0
SC16,2023/11/7,17,245.0
SC16,2023/11/4,8,118.0
SC16,2023/11/7,6,0.0
SC16,2023/11/30,8,110.0
SC16,2023/11/15,15,214.0
SC16,2023/11/12,22,249.5
SC16,2023/11/11,20,319.0
SC16,2023/11/3,2,148.0
SC16,2023/11/8,22,158.0
SC16,2023/11/2,18,209.0
SC16,2023/11/19,16,137.0
SC16,2023/11/11,2,289.0
SC16,2023/11/26,0,15.0
SC16,2023/11/29,18,124.0
SC16,2023/11/3,20,202.0
SC16,2023/11/6,21,125.0
SC16,2023/11/10,1,141.0
SC16,2023/11/12,7,219.0
SC16,2023/11/6,12,58.0
SC16,2023/11/16,1,0.0
SC16,2023/11/18,0,0.0
SC16,2023/11/28,8,119.0
SC16,2023/11/8,7,88.0
SC16,2023/11/1,14,305.0
SC16,2023/11/17,7,118.0
SC16,2023/11/17,22,102.0
SC16,2023/11/5,0,9.0
SC16,2023/11/9,4,115.0
SC16,2023/11/9,13,185.0
SC16,2023/11/14,3,320.0
SC16,2023/11/21,8,152.0
SC16,2023/11/15,21,118.0
SC16,2023/11/15,12,9.0
SC16,2023/11/7,23,168.0
SC16,2023/11/7,4,96.0
SC16,2023/11/16,9,232.0
SC16,2023/11/13,20,328.875
SC16,2023/11/20,0,0.0
SC16,2023/11/23,13,202.0
SC16,2023/11/14,19,189.0
SC16,2023/11/20,19,73.0
SC16,2023/11/25,21,120.0
SC16,2023/11/5,10,113.0
SC16,2023/11/5,17,199.0
SC16,2023/11/9,17,125.0
SC16,2023/11/26,20,125.0
SC16,2023/11/11,12,161.0
SC16,2023/11/23,0,0.0
SC16,2023/11/11,21,270.0
SC16,2023/11/9,23,155.0
SC16,2023/11/3,12,58.0
SC16,2023/11/26,15,176.0
SC16,2023/11/25,12,110.0
SC16,2023/11/6,1,138.0
SC16,2023/11/3,21,204.0
SC16,2023/11/10,6,17.0
SC16,2023/11/17,16,228.0
SC16,2023/11/15,9,93.0
SC16,2023/11/23,20,86.0
SC16,2023/11/5,5,145.0
SC16,2023/11/26,21,121.0
SC16,2023/11/15,1,115.0
SC16,2023/11/10,14,144.0
SC16,2023/11/4,15,226.0
SC16,2023/11/8,2,157.0
SC16,2023/11/28,14,188.0
SC16,2023/11/25,11,123.0
SC16,2023/11/3,11,159.0
SC16,2023/11/17,15,255.0
SC16,2023/11/30,14,203.0
SC16,2023/11/8,12,62.0
SC16,2023/11/4,14,240.0
SC16,2023/11/7,22,141.0
SC16,2023/11/23,7,44.0
SC16,2023/11/29,23,131.0
SC16,2023/11/20,18,139.0
SC16,2023/11/2,23,132.0
SC16,2023/11/22,18,119.0
SC16,2023/11/12,15,274.0
SC16,2023/11/4,6,66.0
SC16,2023/11/19,9,122.0
SC16,2023/11/27,0,61.0
SC16,2023/11/15,8,68.0
SC16,2023/11/1,21,306.75
SC16,2023/11/11,16,308.0
SC16,2023/11/30,7,29.0
SC16,2023/11/12,18,293.625
SC16,2023/11/4,22,216.0
SC16,2023/11/25,16,188.0
SC16,2023/11/30,22,149.0
SC16,2023/11/23,11,129.0
SC16,2023/11/24,15,225.0
SC16,2023/11/22,9,97.0
SC16,2023/11/20,9,161.0
SC16,2023/11/7,19,198.0
SC16,2023/11/7,11,199.0
SC16,2023/11/27,21,101.0
SC16,2023/11/2,20,253.0
SC16,2023/11/2,2,305.0
SC16,2023/11/6,13,144.0
SC16,2023/11/6,23,106.0
SC16,2023/11/23,18,148.0
SC16,2023/11/4,5,112.0
SC16,2023/11/9,3,153.0
SC16,2023/11/29,20,110.0
SC16,2023/11/11,19,338.625
SC16,2023/11/13,16,277.0
SC16,2023/11/4,3,158.0
SC16,2023/11/8,6,9.0
SC16,2023/11/2,5,218.0
SC16,2023/11/14,22,159.0
SC16,2023/11/22,22,75.0
SC16,2023/11/13,23,226.0
SC16,2023/11/1,5,361.0
SC16,2023/11/12,6,276.0
SC16,2023/11/22,7,32.0
SC16,2023/11/25,9,157.0
SC16,2023/11/15,22,74.0
SC16,2023/11/9,18,168.0
SC16,2023/11/14,4,309.0
SC16,2023/11/23,15,192.0
SC16,2023/11/22,23,63.0
SC16,2023/11/19,0,0.0
SC16,2023/11/14,7,181.0
SC16,2023/11/10,18,137.0
SC16,2023/11/2,3,283.0
SC16,2023/11/11,1,286.0
SC16,2023/11/23,8,112.0
SC16,2023/11/5,2,183.0
SC16,2023/11/14,23,192.0
SC16,2023/11/20,23,61.0
SC16,2023/11/26,9,119.0
SC16,2023/11/16,19,112.0
SC16,2023/11/6,10,94.0
SC16,2023/11/13,4,320.0
SC16,2023/11/20,13,132.0
SC16,2023/11/10,11,123.0
SC16,2023/11/16,11,208.0
SC16,2023/11/18,9,140.0
SC16,2023/11/7,8,84.0
SC16,2023/11/6,17,158.0
SC16,2023/11/26,8,116.0
SC16,2023/11/10,17,123.0
SC16,2023/11/14,9,214.0
SC16,2023/11/6,4,93.0
SC16,2023/11/23,19,86.0
SC16,2023/11/1,15,266.0
SC16,2023/11/4,4,135.0
SC16,2023/11/9,0,22.0
SC16,2023/11/1,22,249.5
SC16,2023/11/27,9,108.0
SC16,2023/11/20,22,79.0
SC16,2023/11/2,15,197.0
SC16,2023/11/3,10,161.0
SC16,2023/11/5,12,56.0
SC16,2023/11/28,23,119.0
SC16,2023/11/6,18,125.0
SC16,2023/11/11,10,226.5
SC16,2023/11/13,13,353.0
SC16,2023/11/27,12,42.0
SC16,2023/11/12,19,338.625
SC16,2023/11/8,19,160.0
SC16,2023/11/11,17,318.0
SC16,2023/11/4,23,230.0
SC16,2023/11/8,1,179.0
SC16,2023/11/7,15,224.0
SC16,2023/11/21,21,80.0
SC16,2023/11/10,19,119.0
SC16,2023/11/16,18,130.0
SC16,2023/11/29,0,1.0
SC16,2023/11/21,11,113.0
SC16,2023/11/17,0,6.0
SC16,2023/11/19,15,92.875
SC16,2023/11/9,16,141.0
SC16,2023/11/21,19,78.0
SC16,2023/11/8,15,187.0
SC16,2023/11/25,0,0.0
SC16,2023/11/7,13,235.0
SC16,2023/11/14,11,241.0
SC16,2023/11/6,5,28.0
SC16,2023/11/11,0,106.25
SC16,2023/11/18,20,68.0
SC16,2023/11/25,19,162.0
SC16,2023/11/11,11,286.0
SC16,2023/11/7,7,88.0
SC16,2023/11/2,13,313.0
SC16,2023/11/29,15,181.0
SC16,2023/11/27,19,98.0
SC16,2023/11/9,12,67.0
SC16,2023/11/1,10,226.5
SC16,2023/11/26,7,33.0
SC16,2023/11/22,17,143.0
SC16,2023/11/10,22,249.5
SC16,2023/11/10,5,73.0
SC16,2023/11/8,21,168.0
SC16,2023/11/27,11,120.0
SC16,2023/11/8,3,147.0
SC16,2023/11/22,11,114.0
SC16,2023/11/5,16,230.0
SC16,2023/11/23,23,69.0
SC16,2023/11/2,6,178.0
SC16,2023/11/4,0,3.0
SC16,2023/11/20,8,150.0
SC16,2023/11/16,22,79.0
SC16,2023/11/27,15,198.0
SC16,2023/11/12,21,306.75
SC16,2023/11/12,12,191.0
SC16,2023/11/2,14,234.0
SC16,2023/11/19,13,186.0
SC16,2023/11/11,5,288.0
SC16,2023/11/29,14,199.0
SC16,2023/11/13,21,306.75
SC16,2023/11/11,15,289.0
SC16,2023/11/25,15,187.0
SC16,2023/11/3,5,98.0
SC16,2023/11/6,9,63.0
SC16,2023/11/5,18,162.0
SC16,2023/11/3,15,249.0
SC16,2023/11/12,16,313.0
SC16,2023/11/18,7,104.0
SC16,2023/11/5,3,176.0
SC16,2023/11/9,14,137.0
SC16,2023/11/27,23,117.0
SC16,2023/11/26,22,111.0
SC16,2023/11/20,17,105.0
SC16,2023/11/21,9,162.0
SC16,2023/11/8,0,3.0
SC16,2023/11/14,17,248.0
SC16,2023/11/16,8,186.0
SC16,2023/11/22,10,118.0
SC16,2023/11/4,1,160.0
SC16,2023/11/27,13,189.0
SC16,2023/11/20,10,130.0
SC16,2023/11/18,22,97.0
SC16,2023/11/1,19,338.625
SC16,2023/11/1,11,295.0
SC16,2023/11/14,10,226.5
SC16,2023/11/12,0,106.25
SC16,2023/11/13,6,264.0
SC16,2023/11/7,10,116.0
SC16,2023/11/23,17,153.0
SC16,2023/11/30,0,1.0
SC16,2023/11/8,16,218.0
SC16,2023/11/13,12,153.0
SC16,2023/11/4,2,160.0
SC16,2023/11/24,11,175.0
SC16,2023/11/30,20,133.0
SC16,2023/11/24,19,123.0
SC16,2023/11/4,20,213.0
SC16,2023/11/21,0,0.0
SC16,2023/11/19,23,62.0
SC16,2023/11/28,20,110.0
SC16,2023/11/3,22,156.0
SC16,2023/11/11,7,219.0
SC16,2023/11/3,7,110.0
SC16,2023/11/17,17,212.0
SC16,2023/11/30,9,119.0
SC16,2023/11/11,22,249.5
SC16,2023/11/17,10,100.0
SC16,2023/11/25,22,124.0
SC16,2023/11/15,16,212.0
SC16,2023/11/25,7,43.0
SC16,2023/11/4,9,140.0
SC16,2023/11/19,18,77.0
SC16,2023/11/28,9,105.0
SC24,2023/11/2,7,674.625
SC24,2023/11/14,20,40.0
SC24,2023/11/25,13,501.0
SC24,2023/11/2,21,206.0
SC24,2023/11/12,14,809.0
SC24,2023/11/30,16,401.0
SC24,2023/11/28,16,327.0
SC24,2023/11/3,13,564.0
SC24,2023/11/17,8,524.0
SC24,2023/11/25,8,409.0
SC24,2023/11/8,14,730.0
SC24,2023/11/2,12,503.0
SC24,2023/11/19,19,55.0
SC24,2023/11/21,18,461.0
SC24,2023/11/22,20,0.0
SC24,2023/11/26,14,352.0
SC24,2023/11/16,16,608.0
SC24,2023/11/18,14,529.0
SC24,2023/11/5,6,174.0
SC24,2023/11/10,16,525.0
SC24,2023/11/17,18,478.0
SC24,2023/11/16,20,12.0
SC24,2023/11/9,11,61.0
SC24,2023/11/27,10,291.0
SC24,2023/11/23,14,497.0
SC24,2023/11/1,20,220.0
SC24,2023/11/20,12,506.0
SC24,2023/11/11,3,940.0
SC24,2023/11/10,20,0.0
SC24,2023/11/8,17,480.0
SC24,2023/11/12,17,814.0
SC24,2023/11/29,12,300.0
SC24,2023/11/24,9,402.0
SC24,2023/11/15,17,646.0
SC24,2023/11/1,9,583.0
SC24,2023/11/11,4,1202.0
SC24,2023/11/4,16,459.0
SC24,2023/11/19,11,5.0
SC24,2023/11/15,10,549.0
SC24,2023/11/11,13,890.0
SC24,2023/11/11,23,0.0
SC24,2023/11/9,15,606.0
SC24,2023/11/15,14,457.0
SC24,2023/11/11,18,715.0
SC24,2023/11/27,8,433.0
SC24,2023/11/21,15,345.0
SC24,2023/11/30,12,502.0
SC24,2023/11/4,12,473.0
SC24,2023/11/29,10,353.0
SC24,2023/11/21,7,381.0
SC24,2023/11/26,16,380.0
SC24,2023/11/21,10,396.0
SC24,2023/11/21,17,438.0
SC24,2023/11/3,9,572.0
SC24,2023/11/4,21,0.0
SC24,2023/11/30,11,8.0
SC24,2023/11/15,20,52.0
SC24,2023/11/8,9,663.0
SC24,2023/11/11,8,497.0
SC24,2023/11/4,19,83.0
SC24,2023/11/14,14,517.0
SC24,2023/11/6,20,157.0
SC24,2023/11/2,17,593.0
SC24,2023/11/27,18,540.0
SC24,2023/11/2,10,474.0
SC24,2023/11/7,16,491.0
SC24,2023/11/16,12,522.0
SC24,2023/11/22,14,473.0
SC24,2023/11/9,9,521.0
SC24,2023/11/10,12,512.0
SC24,2023/11/29,17,725.0
SC24,2023/11/30,19,242.0
SC24,2023/11/1,18,725.0
SC24,2023/11/4,11,0.0
SC24,2023/11/6,18,591.0
SC24,2023/11/28,13,583.0
SC24,2023/11/1,7,388.0
SC24,2023/11/6,14,604.0
SC24,2023/11/24,16,276.0
SC24,2023/11/30,10,419.0
SC24,2023/11/28,17,366.0
SC24,2023/11/12,8,847.25
SC24,2023/11/5,9,598.0
SC24,2023/11/28,10,331.0
SC24,2023/11/4,17,541.0
SC24,2023/11/15,6,51.0
SC24,2023/11/13,18,591.0
SC24,2023/11/19,20,0.0
SC24,2023/11/4,10,537.0
SC24,2023/11/7,21,8.0
SC24,2023/11/22,6,32.0
SC24,2023/11/20,6,33.0
SC24,2023/11/14,6,71.0
SC24,2023/11/18,13,519.0
SC24,2023/11/3,14,549.0
SC24,2023/11/29,19,130.0
SC24,2023/11/15,8,534.0
SC24,2023/11/4,14,562.0
SC24,2023/11/26,13,797.0
SC24,2023/11/10,15,463.0
SC24,2023/11/7,10,604.0
SC24,2023/11/7,17,581.0
SC24,2023/11/14,16,399.0
SC24,2023/11/7,15,584.0
SC24,2023/11/6,6,88.0
SC24,2023/11/1,16,688.0
SC24,2023/11/7,14,634.0
SC24,2023/11/14,12,485.0
SC24,2023/11/9,19,40.0
SC24,2023/11/29,7,232.0
SC24,2023/11/2,22,19.0
SC24,2023/11/17,14,535.0
SC24,2023/11/27,17,517.0
SC24,2023/11/30,13,381.0
SC24,2023/11/4,13,588.0
SC24,2023/11/25,10,574.0
SC24,2023/11/8,11,80.0
SC24,2023/11/11,17,777.0
SC24,2023/11/13,8,698.0
SC24,2023/11/16,6,35.0
SC24,2023/11/3,8,654.0
SC24,2023/11/19,6,23.0
SC24,2023/11/20,14,491.0
SC24,2023/11/23,16,407.0
SC24,2023/11/5,13,600.0
SC24,2023/11/28,7,254.0
SC24,2023/11/25,16,296.0
SC24,2023/11/3,16,446.0
SC24,2023/11/8,18,591.0
SC24,2023/11/19,14,474.0
SC24,2023/11/24,12,444.0
SC24,2023/11/1,21,23.0
SC24,2023/11/15,11,150.0
SC24,2023/11/28,18,587.0
SC24,2023/11/11,16,737.875
SC24,2023/11/4,7,564.0
SC24,2023/11/16,10,515.0
SC24,2023/11/9,16,543.0
SC24,2023/11/25,9,412.0
SC24,2023/11/20,20,114.0
SC24,2023/11/27,15,420.0
SC24,2023/11/10,10,544.0
SC24,2023/11/12,9,796.0
SC24,2023/11/21,11,0.0
SC24,2023/11/10,17,506.0
SC24,2023/11/3,18,487.0
SC24,2023/11/24,18,490.0
SC24,2023/11/1,10,607.0
SC24,2023/11/29,13,758.0
SC24,2023/11/24,10,593.0
SC24,2023/11/12,15,682.0
SC24,2023/11/26,10,320.0
SC24,2023/11/17,11,102.0
SC24,2023/11/18,10,459.0
SC24,2023/11/21,13,747.0
SC24,2023/11/17,19,44.0
SC24,2023/11/18,17,454.0
SC24,2023/11/9,20,90.0
SC24,2023/11/30,18,466.0
SC24,2023/11/15,18,526.0
SC24,2023/11/19,12,549.0
SC24,2023/11/11,14,821.0
SC24,2023/11/18,6,27.0
SC24,2023/11/26,17,379.0
SC24,2023/11/1,1,1175.0
SC24,2023/11/24,7,267.0
SC24,2023/11/21,16,362.0
SC24,2023/11/25,14,484.0
SC24,2023/11/14,19,211.0
SC24,2023/11/13,20,130.0
SC24,2023/11/11,0,831.0
SC24,2023/11/17,13,671.0
SC24,2023/11/15,7,388.0
SC24,2023/11/17,20,68.0
SC24,2023/11/1,3,972.0
SC24,2023/11/17,6,28.0
SC24,2023/11/19,7,323.0
SC24,2023/11/28,19,135.0
SC24,2023/11/26,12,280.0
SC24,2023/11/25,18,399.0
SC24,2023/11/20,16,472.0
SC24,2023/11/23,20,11.0
SC24,2023/11/10,14,628.0
SC24,2023/11/27,7,230.0
SC24,2023/11/13,17,598.0
SC24,2023/11/5,15,415.0
