Sorting_Center,Date,Shift,Employee
SC60,2023-12-12,Shift4,FullTime(46)
SC60,2023-12-12,Shift4,FullTime(51)
SC60,2023-12-12,Shift4,FullTime(52)
SC60,2023-12-12,Shift4,FullTime(54)
SC60,2023-12-12,Shift4,FullTime(55)
SC60,2023-12-12,Shift4,FullTime(56)
SC60,2023-12-12,Shift4,FullTime(61)
SC60,2023-12-12,Shift4,FullTime(65)
SC60,2023-12-12,Shift4,FullTime(68)
SC60,2023-12-12,Shift4,FullTime(70)
SC60,2023-12-12,Shift4,FullTime(71)
SC60,2023-12-12,Shift4,FullTime(72)
SC60,2023-12-12,Shift4,FullTime(73)
SC60,2023-12-12,Shift4,FullTime(75)
SC60,2023-12-12,Shift4,FullTime(77)
SC60,2023-12-12,Shift4,FullTime(87)
SC60,2023-12-12,Shift4,FullTime(88)
SC60,2023-12-12,Shift4,FullTime(89)
SC60,2023-12-12,Shift4,FullTime(90)
SC60,2023-12-12,Shift4,FullTime(92)
SC60,2023-12-12,Shift4,FullTime(96)
SC60,2023-12-12,Shift4,FullTime(99)
SC60,2023-12-12,Shift4,FullTime(100)
SC60,2023-12-12,Shift4,FullTime(105)
SC60,2023-12-12,Shift4,FullTime(106)
SC60,2023-12-12,Shift4,FullTime(109)
SC60,2023-12-12,Shift4,FullTime(110)
SC60,2023-12-12,Shift4,FullTime(113)
SC60,2023-12-12,Shift4,FullTime(119)
SC60,2023-12-12,Shift4,FullTime(122)
SC60,2023-12-12,Shift4,FullTime(123)
SC60,2023-12-12,Shift4,FullTime(124)
SC60,2023-12-12,Shift4,FullTime(125)
SC60,2023-12-12,Shift4,FullTime(127)
SC60,2023-12-12,Shift4,FullTime(130)
SC60,2023-12-12,Shift4,FullTime(140)
SC60,2023-12-12,Shift4,FullTime(141)
SC60,2023-12-12,Shift4,FullTime(143)
SC60,2023-12-12,Shift4,FullTime(153)
SC60,2023-12-12,Shift4,FullTime(154)
SC60,2023-12-12,Shift4,FullTime(155)
SC60,2023-12-12,Shift4,FullTime(163)
SC60,2023-12-12,Shift4,FullTime(164)
SC60,2023-12-12,Shift4,FullTime(176)
SC60,2023-12-12,Shift4,FullTime(191)
SC60,2023-12-12,Shift4,FullTime(193)
SC60,2023-12-12,Shift4,FullTime(196)
SC60,2023-12-12,Shift4,FullTime(197)
SC60,2023-12-12,Shift4,Temp(0)
SC60,2023-12-12,Shift5,FullTime(0)
SC60,2023-12-12,Shift5,FullTime(2)
SC60,2023-12-12,Shift5,FullTime(6)
SC60,2023-12-12,Shift5,FullTime(9)
SC60,2023-12-12,Shift5,FullTime(13)
SC60,2023-12-12,Shift5,FullTime(19)
SC60,2023-12-12,Shift5,FullTime(20)
SC60,2023-12-12,Shift5,FullTime(21)
SC60,2023-12-12,Shift5,FullTime(22)
SC60,2023-12-12,Shift5,FullTime(23)
SC60,2023-12-12,Shift5,FullTime(24)
SC60,2023-12-12,Shift5,FullTime(28)
SC60,2023-12-12,Shift5,FullTime(29)
SC60,2023-12-12,Shift5,FullTime(30)
SC60,2023-12-12,Shift5,FullTime(31)
SC60,2023-12-12,Shift5,FullTime(32)
SC60,2023-12-12,Shift5,FullTime(38)
SC60,2023-12-12,Shift5,FullTime(40)
SC60,2023-12-12,Shift5,FullTime(46)
SC60,2023-12-12,Shift5,FullTime(47)
SC60,2023-12-12,Shift5,FullTime(48)
SC60,2023-12-12,Shift5,FullTime(54)
SC60,2023-12-12,Shift5,FullTime(59)
SC60,2023-12-12,Shift5,FullTime(60)
SC60,2023-12-12,Shift5,FullTime(62)
SC60,2023-12-12,Shift5,FullTime(63)
SC60,2023-12-12,Shift5,FullTime(65)
SC60,2023-12-12,Shift5,FullTime(66)
SC60,2023-12-12,Shift5,FullTime(68)
SC60,2023-12-12,Shift5,FullTime(71)
SC60,2023-12-12,Shift5,FullTime(72)
SC60,2023-12-12,Shift5,FullTime(77)
SC60,2023-12-12,Shift5,FullTime(79)
SC60,2023-12-12,Shift5,FullTime(83)
SC60,2023-12-12,Shift5,FullTime(85)
SC60,2023-12-12,Shift5,FullTime(90)
SC60,2023-12-12,Shift5,FullTime(92)
SC60,2023-12-12,Shift5,FullTime(96)
SC60,2023-12-12,Shift5,FullTime(102)
SC60,2023-12-12,Shift5,FullTime(103)
SC60,2023-12-12,Shift5,FullTime(108)
SC60,2023-12-12,Shift5,FullTime(109)
SC60,2023-12-12,Shift5,FullTime(120)
SC60,2023-12-12,Shift5,FullTime(123)
SC60,2023-12-12,Shift5,FullTime(124)
SC60,2023-12-12,Shift5,FullTime(125)
SC60,2023-12-12,Shift5,FullTime(126)
SC60,2023-12-12,Shift5,FullTime(127)
SC60,2023-12-12,Shift5,FullTime(131)
SC60,2023-12-12,Shift5,FullTime(137)
SC60,2023-12-12,Shift5,FullTime(142)
SC60,2023-12-12,Shift5,FullTime(143)
SC60,2023-12-12,Shift5,FullTime(144)
SC60,2023-12-12,Shift5,FullTime(147)
SC60,2023-12-12,Shift5,FullTime(153)
SC60,2023-12-12,Shift5,FullTime(154)
SC60,2023-12-12,Shift5,FullTime(155)
SC60,2023-12-12,Shift5,FullTime(159)
SC60,2023-12-12,Shift5,FullTime(164)
SC60,2023-12-12,Shift5,FullTime(167)
SC60,2023-12-12,Shift5,FullTime(168)
SC60,2023-12-12,Shift5,FullTime(171)
SC60,2023-12-12,Shift5,FullTime(175)
SC60,2023-12-12,Shift5,FullTime(178)
SC60,2023-12-12,Shift5,FullTime(185)
SC60,2023-12-12,Shift5,FullTime(186)
SC60,2023-12-12,Shift5,FullTime(190)
SC60,2023-12-12,Shift5,FullTime(192)
SC60,2023-12-12,Shift5,FullTime(194)
SC60,2023-12-12,Shift5,FullTime(195)
SC60,2023-12-12,Shift5,FullTime(196)
SC60,2023-12-12,Shift5,FullTime(197)
SC60,2023-12-12,Shift5,Temp(0)
SC60,2023-12-12,Shift6,FullTime(0)
SC60,2023-12-12,Shift6,FullTime(1)
SC60,2023-12-12,Shift6,FullTime(2)
SC60,2023-12-12,Shift6,FullTime(3)
SC60,2023-12-12,Shift6,FullTime(10)
SC60,2023-12-12,Shift6,FullTime(17)
SC60,2023-12-12,Shift6,FullTime(26)
SC60,2023-12-12,Shift6,FullTime(27)
SC60,2023-12-12,Shift6,FullTime(35)
SC60,2023-12-12,Shift6,FullTime(37)
SC60,2023-12-12,Shift6,FullTime(40)
SC60,2023-12-12,Shift6,FullTime(45)
SC60,2023-12-12,Shift6,FullTime(47)
SC60,2023-12-12,Shift6,FullTime(48)
SC60,2023-12-12,Shift6,FullTime(53)
SC60,2023-12-12,Shift6,FullTime(55)
SC60,2023-12-12,Shift6,FullTime(56)
SC60,2023-12-12,Shift6,FullTime(58)
SC60,2023-12-12,Shift6,FullTime(63)
SC60,2023-12-12,Shift6,FullTime(65)
SC60,2023-12-12,Shift6,FullTime(66)
SC60,2023-12-12,Shift6,FullTime(67)
SC60,2023-12-12,Shift6,FullTime(69)
SC60,2023-12-12,Shift6,FullTime(73)
SC60,2023-12-12,Shift6,FullTime(74)
SC60,2023-12-12,Shift6,FullTime(76)
SC60,2023-12-12,Shift6,FullTime(77)
SC60,2023-12-12,Shift6,FullTime(78)
SC60,2023-12-12,Shift6,FullTime(79)
SC60,2023-12-12,Shift6,FullTime(80)
SC60,2023-12-12,Shift6,FullTime(81)
SC60,2023-12-12,Shift6,FullTime(83)
SC60,2023-12-12,Shift6,FullTime(89)
SC60,2023-12-12,Shift6,FullTime(92)
SC60,2023-12-12,Shift6,FullTime(96)
SC60,2023-12-12,Shift6,FullTime(100)
SC60,2023-12-12,Shift6,FullTime(110)
SC60,2023-12-12,Shift6,FullTime(111)
SC60,2023-12-12,Shift6,FullTime(113)
SC60,2023-12-12,Shift6,FullTime(119)
SC60,2023-12-12,Shift6,FullTime(120)
SC60,2023-12-12,Shift6,FullTime(121)
SC60,2023-12-12,Shift6,FullTime(122)
SC60,2023-12-12,Shift6,FullTime(123)
SC60,2023-12-12,Shift6,FullTime(124)
SC60,2023-12-12,Shift6,FullTime(125)
SC60,2023-12-12,Shift6,FullTime(127)
SC60,2023-12-12,Shift6,FullTime(129)
SC60,2023-12-12,Shift6,FullTime(131)
SC60,2023-12-12,Shift6,FullTime(132)
SC60,2023-12-12,Shift6,FullTime(136)
SC60,2023-12-12,Shift6,FullTime(140)
SC60,2023-12-12,Shift6,FullTime(142)
SC60,2023-12-12,Shift6,FullTime(144)
SC60,2023-12-12,Shift6,FullTime(145)
SC60,2023-12-12,Shift6,FullTime(146)
SC60,2023-12-12,Shift6,FullTime(148)
SC60,2023-12-12,Shift6,FullTime(153)
SC60,2023-12-12,Shift6,FullTime(156)
SC60,2023-12-12,Shift6,FullTime(157)
SC60,2023-12-12,Shift6,FullTime(159)
SC60,2023-12-12,Shift6,FullTime(167)
SC60,2023-12-12,Shift6,FullTime(168)
SC60,2023-12-12,Shift6,FullTime(169)
SC60,2023-12-12,Shift6,FullTime(176)
SC60,2023-12-12,Shift6,FullTime(181)
SC60,2023-12-12,Shift6,FullTime(185)
SC60,2023-12-12,Shift6,FullTime(191)
SC60,2023-12-12,Shift6,FullTime(192)
SC60,2023-12-12,Shift6,FullTime(193)
SC60,2023-12-12,Shift6,FullTime(197)
SC60,2023-12-12,Shift6,Temp(0)
SC60,2023-12-13,Shift1,FullTime(0)
SC60,2023-12-13,Shift1,FullTime(1)
SC60,2023-12-13,Shift1,FullTime(2)
SC60,2023-12-13,Shift1,FullTime(4)
SC60,2023-12-13,Shift1,FullTime(5)
SC60,2023-12-13,Shift1,FullTime(10)
SC60,2023-12-13,Shift1,FullTime(11)
SC60,2023-12-13,Shift1,FullTime(13)
SC60,2023-12-13,Shift1,FullTime(15)
SC60,2023-12-13,Shift1,FullTime(17)
SC60,2023-12-13,Shift1,FullTime(19)
SC60,2023-12-13,Shift1,FullTime(21)
SC60,2023-12-13,Shift1,FullTime(22)
SC60,2023-12-13,Shift1,FullTime(31)
SC60,2023-12-13,Shift1,FullTime(33)
SC60,2023-12-13,Shift1,FullTime(34)
SC60,2023-12-13,Shift1,FullTime(36)
SC60,2023-12-13,Shift1,FullTime(39)
SC60,2023-12-13,Shift1,FullTime(40)
SC60,2023-12-13,Shift1,FullTime(41)
SC60,2023-12-13,Shift1,FullTime(42)
SC60,2023-12-13,Shift1,FullTime(43)
SC60,2023-12-13,Shift1,FullTime(44)
SC60,2023-12-13,Shift1,FullTime(45)
SC60,2023-12-13,Shift1,FullTime(46)
SC60,2023-12-13,Shift1,FullTime(47)
SC60,2023-12-13,Shift1,FullTime(48)
SC60,2023-12-13,Shift1,FullTime(50)
SC60,2023-12-13,Shift1,FullTime(51)
SC60,2023-12-13,Shift1,FullTime(52)
SC60,2023-12-13,Shift1,FullTime(55)
SC60,2023-12-13,Shift1,FullTime(57)
SC60,2023-12-13,Shift1,FullTime(105)
SC60,2023-12-13,Shift1,FullTime(106)
SC60,2023-12-13,Shift1,FullTime(108)
SC60,2023-12-13,Shift1,FullTime(109)
SC60,2023-12-13,Shift1,FullTime(113)
SC60,2023-12-13,Shift1,FullTime(119)
SC60,2023-12-13,Shift1,FullTime(120)
SC60,2023-12-13,Shift1,FullTime(122)
SC60,2023-12-13,Shift1,FullTime(124)
SC60,2023-12-13,Shift1,FullTime(125)
SC60,2023-12-13,Shift1,FullTime(126)
SC60,2023-12-13,Shift1,FullTime(127)
SC60,2023-12-13,Shift1,FullTime(129)
SC60,2023-12-13,Shift1,FullTime(130)
SC60,2023-12-13,Shift1,FullTime(131)
SC60,2023-12-13,Shift1,FullTime(132)
SC60,2023-12-13,Shift1,FullTime(133)
SC60,2023-12-13,Shift1,FullTime(135)
SC60,2023-12-13,Shift1,FullTime(136)
SC60,2023-12-13,Shift1,FullTime(138)
SC60,2023-12-13,Shift1,FullTime(139)
SC60,2023-12-13,Shift1,FullTime(140)
SC60,2023-12-13,Shift1,FullTime(142)
SC60,2023-12-13,Shift1,FullTime(143)
SC60,2023-12-13,Shift1,FullTime(144)
SC60,2023-12-13,Shift1,FullTime(145)
SC60,2023-12-13,Shift1,FullTime(146)
SC60,2023-12-13,Shift1,FullTime(147)
SC60,2023-12-13,Shift1,FullTime(148)
SC60,2023-12-13,Shift1,FullTime(149)
SC60,2023-12-13,Shift1,FullTime(150)
SC60,2023-12-13,Shift1,FullTime(153)
SC60,2023-12-13,Shift1,FullTime(155)
SC60,2023-12-13,Shift1,FullTime(156)
SC60,2023-12-13,Shift1,FullTime(157)
SC60,2023-12-13,Shift1,FullTime(159)
SC60,2023-12-13,Shift1,FullTime(160)
SC60,2023-12-13,Shift1,FullTime(164)
SC60,2023-12-13,Shift1,FullTime(165)
SC60,2023-12-13,Shift1,FullTime(167)
SC60,2023-12-13,Shift1,FullTime(169)
SC60,2023-12-13,Shift1,FullTime(174)
SC60,2023-12-13,Shift1,FullTime(175)
SC60,2023-12-13,Shift1,FullTime(180)
SC60,2023-12-13,Shift1,FullTime(182)
SC60,2023-12-13,Shift1,FullTime(183)
SC60,2023-12-13,Shift1,FullTime(184)
SC60,2023-12-13,Shift1,FullTime(190)
SC60,2023-12-13,Shift1,FullTime(193)
SC60,2023-12-13,Shift1,FullTime(197)
SC60,2023-12-13,Shift1,Temp(0)
SC60,2023-12-13,Shift2,FullTime(0)
SC60,2023-12-13,Shift2,FullTime(2)
SC60,2023-12-13,Shift2,FullTime(10)
SC60,2023-12-13,Shift2,FullTime(12)
SC60,2023-12-13,Shift2,FullTime(13)
SC60,2023-12-13,Shift2,FullTime(14)
SC60,2023-12-13,Shift2,FullTime(18)
SC60,2023-12-13,Shift2,FullTime(19)
SC60,2023-12-13,Shift2,FullTime(21)
SC60,2023-12-13,Shift2,FullTime(24)
SC60,2023-12-13,Shift2,FullTime(25)
SC60,2023-12-13,Shift2,FullTime(26)
SC60,2023-12-13,Shift2,FullTime(28)
SC60,2023-12-13,Shift2,FullTime(31)
SC60,2023-12-13,Shift2,FullTime(33)
SC60,2023-12-13,Shift2,FullTime(34)
SC60,2023-12-13,Shift2,FullTime(35)
SC60,2023-12-13,Shift2,FullTime(36)
SC60,2023-12-13,Shift2,FullTime(100)
SC60,2023-12-13,Shift2,FullTime(105)
SC60,2023-12-13,Shift2,FullTime(106)
SC60,2023-12-13,Shift2,FullTime(107)
SC60,2023-12-13,Shift2,FullTime(113)
SC60,2023-12-13,Shift2,FullTime(117)
SC60,2023-12-13,Shift2,FullTime(119)
SC60,2023-12-13,Shift2,FullTime(121)
SC60,2023-12-13,Shift2,FullTime(124)
SC60,2023-12-13,Shift2,FullTime(126)
SC60,2023-12-13,Shift2,FullTime(128)
SC60,2023-12-13,Shift2,FullTime(129)
SC60,2023-12-13,Shift2,FullTime(130)
SC60,2023-12-13,Shift2,FullTime(131)
SC60,2023-12-13,Shift2,FullTime(132)
SC60,2023-12-13,Shift2,FullTime(133)
SC60,2023-12-13,Shift2,FullTime(134)
SC60,2023-12-13,Shift2,FullTime(135)
SC60,2023-12-13,Shift2,FullTime(136)
SC60,2023-12-13,Shift2,FullTime(139)
SC60,2023-12-13,Shift2,FullTime(141)
SC60,2023-12-13,Shift2,FullTime(143)
SC60,2023-12-13,Shift2,FullTime(144)
SC60,2023-12-13,Shift2,FullTime(145)
SC60,2023-12-13,Shift2,FullTime(146)
SC60,2023-12-13,Shift2,FullTime(147)
SC60,2023-12-13,Shift2,FullTime(149)
SC60,2023-12-13,Shift2,FullTime(150)
SC60,2023-12-13,Shift2,FullTime(152)
SC60,2023-12-13,Shift2,FullTime(154)
SC60,2023-12-13,Shift2,FullTime(155)
SC60,2023-12-13,Shift2,FullTime(157)
SC60,2023-12-13,Shift2,FullTime(160)
SC60,2023-12-13,Shift2,FullTime(161)
SC60,2023-12-13,Shift2,FullTime(163)
SC60,2023-12-13,Shift2,FullTime(164)
SC60,2023-12-13,Shift2,FullTime(168)
SC60,2023-12-13,Shift2,FullTime(176)
SC60,2023-12-13,Shift2,FullTime(177)
SC60,2023-12-13,Shift2,FullTime(180)
SC60,2023-12-13,Shift2,FullTime(182)
SC60,2023-12-13,Shift2,FullTime(183)
SC60,2023-12-13,Shift2,FullTime(197)
SC60,2023-12-13,Shift2,Temp(0)
SC60,2023-12-13,Shift3,FullTime(0)
SC60,2023-12-13,Shift3,FullTime(2)
SC60,2023-12-13,Shift3,FullTime(10)
SC60,2023-12-13,Shift3,FullTime(11)
SC60,2023-12-13,Shift3,FullTime(12)
SC60,2023-12-13,Shift3,FullTime(14)
SC60,2023-12-13,Shift3,FullTime(15)
SC60,2023-12-13,Shift3,FullTime(16)
SC60,2023-12-13,Shift3,FullTime(18)
SC60,2023-12-13,Shift3,FullTime(22)
SC60,2023-12-13,Shift3,FullTime(29)
SC60,2023-12-13,Shift3,FullTime(100)
SC60,2023-12-13,Shift3,FullTime(105)
SC60,2023-12-13,Shift3,FullTime(106)
SC60,2023-12-13,Shift3,FullTime(107)
SC60,2023-12-13,Shift3,FullTime(108)
SC60,2023-12-13,Shift3,FullTime(109)
SC60,2023-12-13,Shift3,FullTime(110)
SC60,2023-12-13,Shift3,FullTime(111)
SC60,2023-12-13,Shift3,FullTime(113)
SC60,2023-12-13,Shift3,FullTime(115)
SC60,2023-12-13,Shift3,FullTime(117)
SC60,2023-12-13,Shift3,FullTime(118)
SC60,2023-12-13,Shift3,FullTime(120)
SC60,2023-12-13,Shift3,FullTime(121)
SC60,2023-12-13,Shift3,FullTime(123)
SC60,2023-12-13,Shift3,FullTime(127)
SC60,2023-12-13,Shift3,FullTime(128)
SC60,2023-12-13,Shift3,FullTime(129)
SC60,2023-12-13,Shift3,FullTime(130)
SC60,2023-12-13,Shift3,FullTime(132)
SC60,2023-12-13,Shift3,FullTime(133)
SC60,2023-12-13,Shift3,FullTime(135)
SC60,2023-12-13,Shift3,FullTime(136)
SC60,2023-12-13,Shift3,FullTime(138)
SC60,2023-12-13,Shift3,FullTime(139)
SC60,2023-12-13,Shift3,FullTime(140)
SC60,2023-12-13,Shift3,FullTime(143)
SC60,2023-12-13,Shift3,FullTime(144)
SC60,2023-12-13,Shift3,FullTime(145)
SC60,2023-12-13,Shift3,FullTime(146)
SC60,2023-12-13,Shift3,FullTime(147)
SC60,2023-12-13,Shift3,FullTime(148)
SC60,2023-12-13,Shift3,FullTime(149)
SC60,2023-12-13,Shift3,FullTime(150)
SC60,2023-12-13,Shift3,FullTime(154)
SC60,2023-12-13,Shift3,FullTime(156)
SC60,2023-12-13,Shift3,FullTime(157)
SC60,2023-12-13,Shift3,FullTime(158)
SC60,2023-12-13,Shift3,FullTime(161)
SC60,2023-12-13,Shift3,FullTime(164)
SC60,2023-12-13,Shift3,FullTime(167)
SC60,2023-12-13,Shift3,FullTime(170)
SC60,2023-12-13,Shift3,FullTime(177)
SC60,2023-12-13,Shift3,FullTime(182)
SC60,2023-12-13,Shift3,FullTime(183)
SC60,2023-12-13,Shift3,FullTime(191)
SC60,2023-12-13,Shift3,Temp(0)
SC60,2023-12-13,Shift4,FullTime(3)
SC60,2023-12-13,Shift4,FullTime(11)
SC60,2023-12-13,Shift4,FullTime(12)
SC60,2023-12-13,Shift4,FullTime(14)
SC60,2023-12-13,Shift4,FullTime(16)
SC60,2023-12-13,Shift4,FullTime(17)
SC60,2023-12-13,Shift4,FullTime(20)
SC60,2023-12-13,Shift4,FullTime(22)
SC60,2023-12-13,Shift4,FullTime(25)
SC60,2023-12-13,Shift4,FullTime(105)
SC60,2023-12-13,Shift4,FullTime(106)
SC60,2023-12-13,Shift4,FullTime(108)
SC60,2023-12-13,Shift4,FullTime(110)
SC60,2023-12-13,Shift4,FullTime(111)
SC60,2023-12-13,Shift4,FullTime(120)
SC60,2023-12-13,Shift4,FullTime(121)
SC60,2023-12-13,Shift4,FullTime(123)
SC60,2023-12-13,Shift4,FullTime(124)
SC60,2023-12-13,Shift4,FullTime(125)
SC60,2023-12-13,Shift4,FullTime(129)
SC60,2023-12-13,Shift4,FullTime(130)
SC60,2023-12-13,Shift4,FullTime(131)
SC60,2023-12-13,Shift4,FullTime(132)
SC60,2023-12-13,Shift4,FullTime(133)
SC60,2023-12-13,Shift4,FullTime(134)
SC60,2023-12-13,Shift4,FullTime(135)
SC60,2023-12-13,Shift4,FullTime(136)
SC60,2023-12-13,Shift4,FullTime(137)
SC60,2023-12-13,Shift4,FullTime(138)
SC60,2023-12-13,Shift4,FullTime(139)
SC60,2023-12-13,Shift4,FullTime(143)
SC60,2023-12-13,Shift4,FullTime(144)
SC60,2023-12-13,Shift4,FullTime(146)
SC60,2023-12-13,Shift4,FullTime(148)
SC60,2023-12-13,Shift4,FullTime(149)
SC60,2023-12-13,Shift4,FullTime(151)
SC60,2023-12-13,Shift4,FullTime(152)
SC60,2023-12-13,Shift4,FullTime(155)
SC60,2023-12-13,Shift4,FullTime(156)
SC60,2023-12-13,Shift4,FullTime(157)
SC60,2023-12-13,Shift4,FullTime(158)
SC60,2023-12-13,Shift4,FullTime(159)
SC60,2023-12-13,Shift4,FullTime(160)
SC60,2023-12-13,Shift4,FullTime(161)
SC60,2023-12-13,Shift4,FullTime(163)
SC60,2023-12-13,Shift4,FullTime(165)
SC60,2023-12-13,Shift4,FullTime(167)
SC60,2023-12-13,Shift4,FullTime(168)
SC60,2023-12-13,Shift4,FullTime(169)
SC60,2023-12-13,Shift4,FullTime(174)
SC60,2023-12-13,Shift4,FullTime(177)
SC60,2023-12-13,Shift4,FullTime(180)
SC60,2023-12-13,Shift4,FullTime(182)
SC60,2023-12-13,Shift4,FullTime(183)
SC60,2023-12-13,Shift4,FullTime(184)
SC60,2023-12-13,Shift4,FullTime(190)
SC60,2023-12-13,Shift4,FullTime(195)
SC60,2023-12-13,Shift4,Temp(0)
SC60,2023-12-13,Shift5,FullTime(13)
SC60,2023-12-13,Shift5,FullTime(14)
SC60,2023-12-13,Shift5,FullTime(15)
SC60,2023-12-13,Shift5,FullTime(17)
SC60,2023-12-13,Shift5,FullTime(20)
SC60,2023-12-13,Shift5,FullTime(21)
SC60,2023-12-13,Shift5,FullTime(104)
SC60,2023-12-13,Shift5,FullTime(105)
SC60,2023-12-13,Shift5,FullTime(106)
SC60,2023-12-13,Shift5,FullTime(107)
SC60,2023-12-13,Shift5,FullTime(108)
SC60,2023-12-13,Shift5,FullTime(110)
SC60,2023-12-13,Shift5,FullTime(111)
SC60,2023-12-13,Shift5,FullTime(112)
SC60,2023-12-13,Shift5,FullTime(114)
SC60,2023-12-13,Shift5,FullTime(117)
SC60,2023-12-13,Shift5,FullTime(118)
SC60,2023-12-13,Shift5,FullTime(119)
SC60,2023-12-13,Shift5,FullTime(120)
SC60,2023-12-13,Shift5,FullTime(121)
SC60,2023-12-13,Shift5,FullTime(122)
SC60,2023-12-13,Shift5,FullTime(123)
SC60,2023-12-13,Shift5,FullTime(124)
SC60,2023-12-13,Shift5,FullTime(126)
SC60,2023-12-13,Shift5,FullTime(128)
SC60,2023-12-13,Shift5,FullTime(130)
SC60,2023-12-13,Shift5,FullTime(133)
SC60,2023-12-13,Shift5,FullTime(134)
SC60,2023-12-13,Shift5,FullTime(135)
SC60,2023-12-13,Shift5,FullTime(137)
SC60,2023-12-13,Shift5,FullTime(138)
SC60,2023-12-13,Shift5,FullTime(139)
SC60,2023-12-13,Shift5,FullTime(141)
SC60,2023-12-13,Shift5,FullTime(142)
SC60,2023-12-13,Shift5,FullTime(145)
SC60,2023-12-13,Shift5,FullTime(146)
SC60,2023-12-13,Shift5,FullTime(147)
SC60,2023-12-13,Shift5,FullTime(148)
SC60,2023-12-13,Shift5,FullTime(149)
SC60,2023-12-13,Shift5,FullTime(156)
SC60,2023-12-13,Shift5,FullTime(157)
SC60,2023-12-13,Shift5,FullTime(158)
SC60,2023-12-13,Shift5,FullTime(163)
SC60,2023-12-13,Shift5,FullTime(167)
SC60,2023-12-13,Shift5,FullTime(168)
SC60,2023-12-13,Shift5,FullTime(169)
SC60,2023-12-13,Shift5,FullTime(175)
SC60,2023-12-13,Shift5,FullTime(176)
SC60,2023-12-13,Shift5,FullTime(180)
SC60,2023-12-13,Shift5,FullTime(182)
SC60,2023-12-13,Shift5,FullTime(183)
SC60,2023-12-13,Shift5,FullTime(184)
SC60,2023-12-13,Shift5,FullTime(191)
SC60,2023-12-13,Shift5,Temp(0)
SC60,2023-12-13,Shift6,FullTime(11)
SC60,2023-12-13,Shift6,FullTime(14)
SC60,2023-12-13,Shift6,FullTime(15)
SC60,2023-12-13,Shift6,FullTime(16)
SC60,2023-12-13,Shift6,FullTime(17)
SC60,2023-12-13,Shift6,FullTime(19)
SC60,2023-12-13,Shift6,FullTime(101)
SC60,2023-12-13,Shift6,FullTime(105)
SC60,2023-12-13,Shift6,FullTime(107)
SC60,2023-12-13,Shift6,FullTime(108)
SC60,2023-12-13,Shift6,FullTime(113)
SC60,2023-12-13,Shift6,FullTime(118)
SC60,2023-12-13,Shift6,FullTime(122)
SC60,2023-12-13,Shift6,FullTime(125)
SC60,2023-12-13,Shift6,FullTime(128)
SC60,2023-12-13,Shift6,FullTime(129)
SC60,2023-12-13,Shift6,FullTime(130)
SC60,2023-12-13,Shift6,FullTime(131)
SC60,2023-12-13,Shift6,FullTime(132)
SC60,2023-12-13,Shift6,FullTime(133)
SC60,2023-12-13,Shift6,FullTime(134)
SC60,2023-12-13,Shift6,FullTime(135)
SC60,2023-12-13,Shift6,FullTime(136)
SC60,2023-12-13,Shift6,FullTime(137)
SC60,2023-12-13,Shift6,FullTime(138)
SC60,2023-12-13,Shift6,FullTime(139)
SC60,2023-12-13,Shift6,FullTime(140)
SC60,2023-12-13,Shift6,FullTime(141)
SC60,2023-12-13,Shift6,FullTime(142)
SC60,2023-12-13,Shift6,FullTime(143)
SC60,2023-12-13,Shift6,FullTime(144)
SC60,2023-12-13,Shift6,FullTime(145)
SC60,2023-12-13,Shift6,FullTime(146)
SC60,2023-12-13,Shift6,FullTime(147)
SC60,2023-12-13,Shift6,FullTime(148)
SC60,2023-12-13,Shift6,FullTime(150)
SC60,2023-12-13,Shift6,FullTime(152)
SC60,2023-12-13,Shift6,FullTime(153)
SC60,2023-12-13,Shift6,FullTime(154)
SC60,2023-12-13,Shift6,FullTime(156)
SC60,2023-12-13,Shift6,FullTime(160)
SC60,2023-12-13,Shift6,FullTime(161)
SC60,2023-12-13,Shift6,FullTime(163)
SC60,2023-12-13,Shift6,FullTime(165)
SC60,2023-12-13,Shift6,FullTime(168)
SC60,2023-12-13,Shift6,FullTime(169)
SC60,2023-12-13,Shift6,FullTime(170)
SC60,2023-12-13,Shift6,FullTime(175)
SC60,2023-12-13,Shift6,FullTime(180)
SC60,2023-12-13,Shift6,FullTime(182)
SC60,2023-12-13,Shift6,FullTime(184)
SC60,2023-12-13,Shift6,FullTime(190)
SC60,2023-12-13,Shift6,FullTime(191)
SC60,2023-12-13,Shift6,FullTime(192)
SC60,2023-12-13,Shift6,Temp(0)
SC60,2023-12-14,Shift1,Temp(0)
SC60,2023-12-14,Shift2,Temp(0)
SC60,2023-12-14,Shift3,Temp(0)
SC60,2023-12-14,Shift4,Temp(0)
SC60,2023-12-14,Shift5,Temp(0)
SC60,2023-12-14,Shift6,Temp(0)
SC60,2023-12-15,Shift1,FullTime(101)
SC60,2023-12-15,Shift1,FullTime(102)
SC60,2023-12-15,Shift1,FullTime(103)
SC60,2023-12-15,Shift1,FullTime(104)
SC60,2023-12-15,Shift1,FullTime(105)
SC60,2023-12-15,Shift1,FullTime(106)
SC60,2023-12-15,Shift1,FullTime(107)
SC60,2023-12-15,Shift1,FullTime(109)
SC60,2023-12-15,Shift1,FullTime(117)
SC60,2023-12-15,Shift1,FullTime(118)
SC60,2023-12-15,Shift1,FullTime(121)
SC60,2023-12-15,Shift1,FullTime(122)
SC60,2023-12-15,Shift1,Temp(0)
